contrato_ant	Contracte Ant.	fases	contrato_ant
msg_cobros.error_guardar_apuntes	S'ha produït un error a l'intentar guardar els apunts	msg_cobros	error_guardar_apuntes
msg_cobros.error_generando_apuntes	Error generant els apunts	msg_cobros	error_generando_apuntes
msg_cobros.error_datos_banco_colegiados	Les dades bancàries dels següents col·legiats no són correctes. Les factures han estat	msg_cobros	error_datos_banco_colegiados
msg_cobros.error_contraapuntes	S'ha produït un error a l'intentar generar els contraapuntes dels cobraments	msg_cobros	error_contraapuntes
msg_cobros.error_actualizar_facturas_revisar	S'ha produït un error quan s'intentava actualitzar les factures dels cobraments indicats	msg_cobros	error_actualizar_facturas_revisar
msg_cobros.error_actualizar_factura	Error a l'intentar actualitzar la factura	msg_cobros	error_actualizar_factura
msg_cobros.error_actualizar_fact	S'ha produït un error quan s'intentava actualitzar les factures dels cobraments indicats	msg_cobros	error_actualizar_fact
msg_cobros.error_actualizar_dep_inform	Ha ocorregut alguna fallada a l'actualitzar. Avisi al Dpto. d'Informàtica.	msg_cobros	error_actualizar
msg_cobros.error_actualizar_cobros_revisar	S'ha produït un error quan s'intentava actualitzar els cobraments.~~r Revisi cadascun d'ells	msg_cobros	error_actualizar_cobros_revisar
msg_cobros.error_actualizar_cobros_pagos	S'ha produït un error quan s'intentaven actualitzar les factures dels cobraments indicats	msg_cobros	error_actualizar_cobros_pagos
msg_cobros.error_actualizar	S'ha produït un error quan s'intentava actualitzar els cobraments... Revisi cadascun d'ells	msg_cobros	error_actualizar
msg_cobros.desea_descartar_apuntes	Desitja descartar aquests apunts?	msg_cobros	desea_descartar_apuntes
msg_cobros.desea_continuar	Desitja continuar?	msg_cobros	desea_continuar
msg_cobros.desea_actualizarlos	Desitja actualitzar-los?	msg_cobros	desea_actualizarlos
msg_cobros.definir_variables	Cal definir les següents variables per a poder comptabilitzar:	msg_cobros	definir_variables
msg_cobros.datos_no_actualizados	Les dades no han estat actualitzats.	msg_cobros	datos_no_actualizados
msg_cobros.cuentas_bancarias_incorrectas	Existeixen comptes bancaris col·locades que no són correctes. Situat el focus en la primera incorrecta	msg_cobros	cuentas_bancarias_incorrectas
msg_cobros.cuenta_indefinida	Hi ha bancs sense el compte comptable definida.~~r Es produiran errors en el procés.	msg_cobros	cuenta_indefinida
msg_cobros.cuenta_cont_indef	Hi ha bancs sense el compte comptable definida.~~r Es produiran errors en el procés.	msg_cobros	cuenta_cont_indef
msg_cobros.cobros_honorarios_no_pagados	Els cobraments de factures d'honoraris no poden marcar-se com no pagats (fila	msg_cobros	cobros_honorarios_no_pagados
msg_cobros.cargar_fact_fichero	Desitja carregar les factures del fitxer que no estiguin en la consulta actual?	msg_cobros	cargar_fact_fichero
msg_cobros.cancelar_generacion	Ha cancel·lat la generació de la remesa.~~r Els cobraments seran restablits tal com estan emmagatzemats desfent qualsevol canvi realitzat	msg_cobros	cancelar_generacion
msg_cobros.cambia_remesa_actualizar	El nombre de remesa ha canviat i s'actualitzarà	msg_cobros	cambia_remesa_actualizar
msg_cobros.banco_contraapuntes	Ha d'indicar el banc contra el qual es generaran els contraapuntes	msg_cobros	banco_contraapuntes
msg_cobros.asiento_numero	Procés finalitzat, últim seient generat nombre :	msg_cobros	asiento_numero
msg_cobros.apuntes_generados_noguardados	Existeixen ja apunts generats i no guardats	msg_cobros	apuntes_generados_noguardados
msg_cobros.antes_grabar_cambios	Abans de realitzar aquest procés han de guardar-se tots els canvis realitzats.	msg_cobros	antes_grabar_cambios
msg_cobros.actualizar_f_pago_banco	Desitja actualitzar la forma de pagament i el banc en les capçaleres de les factures amb la del cobrament corresponent si no estan comptabilitzades?	msg_cobros	actualizar_f_pago_banco
msg_cobros.actualizar_ahora	Actualitzar ara?	msg_cobros	actualizar_ahora
msg_entsal.suprimir	Suprimir	msg_entsal	suprimir
msg_entsal.no_encont_regs	No s'han trobat registres segons les especificacions.	msg_entsal	no_encont_regs
msg_entsal.no_cambia_tipo_reg	No se puede cambiar el tipo de registro cuando tiene asignado un número de registro.	msg_entsal	no_cambia_tipo_reg
msg_entsal.no_borrar_reg	No es pot eliminar el registre.	msg_entsal	no_borrar_reg
msg_entsal.fases_tipo_informe	Existeixen fases d'informes amb aquest tipus d'informe.	msg_entsal	fases_tipo_informe
msg_entsal.exp_no_existe	Aquest expedient NO existeix.	msg_entsal	exp_no_existe
msg_entsal.existe_registro	Ja existeix un registre amb el nom: %s	msg_entsal	existe_registro
msg_entsal.especif_tipo_persona_destino	Ha d'especificar un valor en el camp Tipus de Persona Destinació.	msg_entsal	especif_tipo_persona_destino
msg_entsal.especif_tipo_persona	Ha d'especificar un valor en el camp Tipus de Persona Origen.	msg_entsal	especif_tipo_persona
msg_entsal.especif_serie	Ha d'especificar un valor en el camp SÈRIE.	msg_entsal	especif_serie
msg_entsal.especif_ruta_anexo	Ha d'especificar un valor per a la ruta de l'annex	msg_entsal	especif_ruta_anexo
msg_entsal.especif_remitente	Ha d'especificar un valor en el camp Remitent.	msg_entsal	especif_remitente
msg_entsal.especif_fecha	Ha d'especificar un valor en el camp Data.	msg_entsal	especif_fecha
msg_entsal.especif_destinatario	Ha d'especificar un valor en el camp Destinatari.	msg_entsal	especif_destinatario
msg_entsal.especif_descripcion	Ha d'especificar un valor en el camp Descripció.	msg_entsal	especif_descripcion
msg_entsal.especif_codig_orig	Ha d'especificar un valor en el camp Codi Origen.	msg_entsal	especif_codig_orig
msg_entsal.especif_cod_destino	Ha d'especificar un valor en el camp Codi Destinació.	msg_entsal	especif_cod_destino
msg_entsal.error_contador_sql	%s	msg_entsal	error_contador_sql
msg_entsal.error_contador_serie	Ha ocurrido un error con el contador: %s %s	msg_entsal	error_contador_serie
msg_entsal.desea_operacion	Desitja realitzar aquesta operacion?	msg_entsal	desea_operacion
msg_entsal.cumplimentar	El valor del Nº Registre s'emplenarà amb el valor Nº Registro Bis, si no desitja fer-lo el valor serà el paràmetre intern habitual.	msg_entsal	cumplimentar
msg_entsal.cod_origen_inval	El Codi Origen introduït no és vàlid	msg_entsal	cod_origen_inval
msg_entsal.cod_destino_inval	El Codi Destinació introduïda no és vàlid	msg_entsal	cod_destino_inval
msg_entsal.cambios_ver_cambios	Aquests canvis es veran la proxima vegada que obri aquesta finestra.	msg_entsal	cambios_ver_cambios
msg_entsal.cambios_reg_asoc	S'han produït canvis en els Registres Associats.	msg_entsal	cambios_reg_asoc
msg_ent_sal.especif_cod	Ha d'especificar un valor en el camp Codi.	msg_entsal	especif_cod
msg_fasesmas.introducir_pbl	No es va introduir cap URL per a l'obra. Es construirà amb l'emplaçament actual	msg_fasesmas	introducir_pbl
msg_fasesmas.seleccionar_documento	Debe seleccionar al menos un documento.	msg_fasesmas	seleccionar_documento
msg_fasesmas.registro_cambiado_expediente	El Registre s'ha canviat a l'Expedient Nº:	msg_fasesmas	registro_cambiado_expediente
msg_fasesmas.producido_error	S'ha produït un error	msg_fasesmas	producido_error
msg_fasesmas.proceso_finalizado	Procés Finalitzat	msg_fasesmas	proceso_finalizado
msg_fasesmas.participacion_colegiados_cien	La participació dels col·legiats és major de 100.	msg_fasesmas	participacion_colegiados_cien
msg_fasesmas.num_salida_no_existe	El nombre de sortida especificat no existeix	msg_fasesmas	num_salida_no_existe
msg_fasesmas.num_expediente_no_existe	El nombre d'expedient especificat no existeix	msg_fasesmas	num_expediente_no_existe
msg_fasesmas.no_posible_cobro_cuenta_personal	No és possible el cobrament per compte personal	msg_fasesmas	no_posible_cobro_cuenta_personal
msg_fasesmas.no_marcado_colegiado	No s'ha marcat cap col·legiat.	msg_fasesmas	no_marcado_colegiado
msg_fasesmas.no_implementado	No implementat	msg_fasesmas	no_implementado
msg_fasesmas.no_existe_nif_cliente	No existeix el NIF del client	msg_fasesmas	no_existe_nif_cliente
msg_fasesmas.no_encuentra_porcent_colegiado	No es troba el % del col·legiat	msg_fasesmas	no_encuentra_porcent_colegiado
msg_fasesmas.no_encuentra_porcent_cliente	No es troba el % del client	msg_fasesmas	no_encuentra_porcent_cliente
msg_fasesmas.no_colegiado_duplicado	No pot haver-hi un col·legiat duplicat.	msg_fasesmas	no_colegiado_duplicado
msg_fasesmas.no_años_anteriores_50	No es poden indicar anys anteriors a 1950	msg_fasesmas	no_años_anteriores_50
msg_fasesmas.ningun_colegiado_facturar_documentos	No existeix ningun col·legiat al que facturar els documents	msg_fasesmas	ningun_colegiado_facturar_documentos
msg_fasesmas.nif_9_posiciones	El NIF/CIF ha de ser de 9 posicions.	msg_fasesmas	nif_9_posiciones
msg_fasesmas.liquidacion_positiva_trasferencia_talon	Una liquidació positiva només pot ser amb transferència o taló.	msg_fasesmas	liquidacion_positiva_trasferencia_talon
msg_fasesmas.liquidacion_negativa_trasferencia_talon	Una liquidació negativa no pot ser ni per transferència ni per taló.	msg_fasesmas	liquidacion_negativa_trasferencia_talon
msg_fasesmas.letra_nif_no_correcta	La lletra del NIF no és correcta	msg_fasesmas	letra_nif_no_correcta
msg_fasesmas.introducir_volumen	Ha d'introduir el Volum	msg_fasesmas	introducir_volumen
msg_fasesmas.introducir_un	Ha d'introduir un	msg_fasesmas	introducir_un
msg_fasesmas.introducir_tipo_obra	Ha d'introduir un Tipus d'Obra	msg_fasesmas	introducir_tipo_obra
msg_fasesmas.introducir_tipo_actuacion	Ha d'introduir un Tipus d'Actuació	msg_fasesmas	introducir_tipo_actuacion
msg_fasesmas.introducir_superficie	Ha d'introduir la Superfície	msg_fasesmas	introducir_superficie
msg_fasesmas.introducir_presupuesto_ejec_material	Ha d'introduir el Pressupost d'Execució Material	msg_fasesmas	introducir_presupuesto_ejec_material
msg_fasesmas.introducir_num_expediente	Ha d'introduir un nombre d'Expedient	msg_fasesmas	introducir_num_expediente
msg_fasesmas.introducir_colegiado	Ha d'introduir un Col·legiat	msg_fasesmas	introducir_colegiado
msg_fasesmas.intro_nuevos_valores_pem_superficie	Ha d'introduir els nous valors per al PEM i la Superfície	msg_fasesmas	intro_nuevos_valores_pem_superficie
msg_fasesmas.indicar_expediente	Ha d'indicar un Expedient	msg_fasesmas	indicar_expediente
msg_fasesmas.indicar_contrato	Debe indicar un Contrato	msg_fasesmas	indicar_contrato
msg_fasesmas.indicar_año_valido	Ha d'indicar un any vàlid	msg_fasesmas	indicar_año_valido
msg_fasesmas.generado_avisos_colegiados	S'han generat tots els avisos per als col·legiats seleccionats.	msg_fasesmas	generado_avisos_colegiados
msg_fasesmas.expediente_no_existe	L'expedient NO existeix.	msg_fasesmas	expediente_no_existe
msg_fasesmas.expediente_no_avisos_pendientes	Aquest expedient no té avisos pendents.	msg_fasesmas	expediente_no_avisos_pendientes
msg_fasesmas.existe_mas_cliente_nif	Existeix més d'un client amb aquest NIF	msg_fasesmas	existe_mas_cliente_nif
msg_fasesmas.especif_serie_facturas	Ha d'especificar una sèrie per a les factures.	msg_fasesmas	especif_serie_facturas
msg_fasesmas.especif_param_busqueda	Ha d'especificar almenys un paràmetre de recerca	msg_fasesmas	especif_param_busqueda
msg_fasesmas.especif_forma_pago_liquidacion	Ha d'especificar la forma de pagament de la liquidació.	msg_fasesmas	especif_forma_pago_liquidacion
msg_fasesmas.especif_forma_pago_facturas	Ha d'especificar una forma de pagament per a les factures.	msg_fasesmas	especif_forma_pago_facturas
msg_fasesmas.especif_forma_pago	Ha d'especificar la forma de pagament.	msg_fasesmas	especif_forma_pago
msg_fasesmas.especif_fecha_pago	Ha d'especificar la data de pagament.	msg_fasesmas	especif_fecha_pago
msg_fasesmas.especif_fecha_facturas	Ha d'especificar una data per a les factures.	msg_fasesmas	especif_fecha_facturas
msg_fasesmas.especif_concepto	Ha d'especificar el concepte.	msg_fasesmas	especif_concepto
msg_fasesmas.especif_banco_facturas	Ha d'especificar un banc per a les factures.	msg_fasesmas	especif_banco_facturas
msg_fasesmas.especif_banco	Ha d'especificar el banc.	msg_fasesmas	especif_banco
msg_fasesmas.especif_asunto_facturas	Ha d'especificar un assumpte per a les factures.	msg_fasesmas	especif_asunto_facturas
msg_fasesmas.error_actualizar_contrato	Error a l'actualitzar l'estat del contracte	msg_fasesmas	error_actualizar_contrato
msg_fasesmas.desea_recalcular	Desitja recalcular	msg_fasesmas	desea_recalcular
msg_fasesmas.corte_ticket	Cort el tiquet abans de continuar	msg_fasesmas	corte_ticket
msg_fasesmas.contratos_mismo_tipo_actuacion	Existeix(en) un altre(s) contracte(s) en aquest expedient amb el mateix tipus d'actuació.	msg_fasesmas	contratos_mismo_tipo_actuacion
msg_fasesmas.contrato_no_encontrado	Contracte no trobat	msg_fasesmas	contrato_no_encontrado
msg_fasesmas.colegiado_no_musaat	El col·legiat no és de MUSAAT.	msg_fasesmas	colegiado_no_musaat
msg_fasesmas.colegiado_no_existe	El col·legiat indicat no existeix	msg_fasesmas	colegiado_no_existe
msg_fasesmas.colegiado_especificado	El col·legiat especificat no existeix	msg_fasesmas	colegiado_especificado
msg_fasesmas.atencion	Atenció	msg_fasesmas	atencion
msg_fasesmas.año_no_posterior	L'any no pot ser posterior a l'actual	msg_fasesmas	año_no_posterior
msg_fasesmas.agrupar_opcion_superior_derecha	Pot agrupar els imports aquests contractes amb l'opció superior dreta	msg_fasesmas	agrupar_opcion_superior_derecha
msg_final_obra.no_registros_especificaciones	No s'han trobat registres segons les especificacions.	msg_final_obra	no_registros_especificaciones
msg_final_obra.especificar_final_obra	Ha d'especificar el final d'obra	msg_final_obra	especificar_final_obra
msg_final_obra.asociar_contrato	Ha d'associar un contracte a aquest final d'obra	msg_final_obra	asociar_contrato
msg_listas.solo_propietario_modif	Només l'usuari propietari de la llista pot modificar-la	msg_listas	solo_propietario_modif
msg_listas.seguro_eliminar	Està segur que desitja eliminar aquesta llista?	msg_listas	seguro_eliminar
msg_listas.nombre_lista	És necessari indicar un nom per a la llista.	msg_listas	nombre_lista
msg_listas.n_coleg_valido	Ha d'introduir un nombre de col·legiat vàlid.	msg_listas	n_coleg_valido
msg_listas.n_coleg_nif_cliente_valido	Ha d'introduir un nombre de col·legiat o nif de client vàlid.	msg_listas	n_coleg_nif_cliente_valido
msg_listas.lista_eliminada	La llista ha estat eliminada, la finestra es tanqués en aquest moment	msg_listas	lista_eliminada
msg_listas.filtro	El filtre és	msg_listas	filtro
msg_listas.especif_propietario	Ha d'especificar un valor en el camp propietari	msg_listas	especif_propietario
msg_listas.especif_nom_lista	Ha d'especificar un valor en el camp Nom Llesta	msg_listas	especif_nom_lista
msg_listas.error_copia	Error durant la còpia de la llista	msg_listas	error_copia
msg_listas.desea_continuar	Desitja continuar?	msg_listas	desea_continuar
msg_listas.copiada_exito	La llista ha estat copiada amb èxit	msg_listas	copiada_exito
msg_listas.coleg_ya_existe	Aquest col·legiat ja existeix en la llista	msg_listas	coleg_ya_existe
msg_listas.cliente_ya_existe	Aquest client ja existeix en la llista	msg_listas	cliente_ya_existe
msg_listas.borrar_consulta	ATENCIO!! Aquesta operació eliminará la consulta seleccionada.	msg_listas	borrar_consulta
msg_musaat.total_prima	Total Primera	msg_musaat	total_prima
msg_musaat.total_en_negativo	Total en negatiu	msg_musaat	total_en_negativo
msg_musaat.tener_num_colegiado	Ha de tenir un nombre de col·legiat	msg_musaat	tener_num_colegiado
msg_musaat.tener_estado_src	Ha de tenir un estat de S.R.C.	msg_musaat	tener_estado_src
msg_musaat.tener_cobertura_tasaciones	Ha de tenir una cobertura de TAXACIONS	msg_musaat	tener_cobertura_tasaciones
msg_musaat.tener_cobertura_src	Ha de tenir una cobertura de S.R.C.	msg_musaat	tener_cobertura_src
msg_musaat.recuperando_movimiento	Recuperant Moviment :	msg_musaat	recuperando_movimiento
msg_musaat.recuperacion_cancelada	Recuperació cancel·lada	msg_musaat	recuperacion_cancelada
msg_musaat.proceso_finalizado_exito	Procés Finalitzat amb èxit	msg_musaat	proceso_finalizado_exito
msg_musaat.proceso_finalizado	Procés finalitzat	msg_musaat	proceso_finalizado
msg_musaat.otros_seguros_cuotas	Altres Segurs/Quotes: Ha d'indicar el concepte	msg_musaat	otros_seguros_cuotas
msg_musaat.num_movimientos	Nombre de moviments	msg_musaat	num_movimientos
msg_musaat.no_registros_especificaciones	No s'han trobat registres segun les especificacions.	msg_musaat	no_registros_especificaciones
msg_musaat.no_participa_obra	El col·legiat no participa en aquesta obra.	msg_musaat	no_participa_obra
msg_musaat.no_existe_contrato	No existeix el contracte.	msg_musaat	no_existe_contrato
msg_musaat.no_duplicar_conceptos	No es poden duplicar conceptes.	msg_musaat	no_duplicar_conceptos
msg_musaat.no_coinciden_movimientos	No coincideixen %s moviments	msg_musaat	no_coinciden_movimientos
msg_musaat.n_poliza_tasaciones	El Nº de pòlissa Taxacions ha de ser un nombre (sense punts ni comas)	msg_musaat	n_poliza_tasaciones
msg_musaat.n_poliza_peritos	El Nº de pòlissa Perits ha de ser un nombre (sense punts ni comas)	msg_musaat	n_poliza_peritos
msg_musaat.n_poliza_numero	El Nº de pòlissa SRC ha de ser un nombre (sense punts ni comas)	msg_musaat	n_poliza_numero
msg_musaat.n_poliza_accidentes_numero	El Nº de pòlissa Accidents ha de ser un nombre (sense punts ni comas)	msg_musaat	n_poliza_accidentes_numero
msg_musaat.n_mutualista_numero	El Nº de mutualista ha de ser un nombre (sense punts ni comas)	msg_musaat	n_mutualista_numero
msg_musaat.lista_existe_sobreescribir	La llista especificada ja existeix actualment,desitja sobreescriure-la?	msg_musaat	lista_existe_sobreescribir
msg_musaat.introducir_volumen	Ha d'introduir el Volum	msg_musaat	introducir_volumen
msg_musaat.introducir_tipo_obra	Ha d'introduir un Tipus d'Obra	msg_musaat	introducir_tipo_obra
msg_musaat.introducir_tipo_actuacion	Ha d'introduir un Tipus d'Actuació	msg_musaat	introducir_tipo_actuacion
msg_musaat.introducir_superficie	Ha d'introduir la Superfície	msg_musaat	introducir_superficie
msg_musaat.introducir_presupuesto_ejecucion_material	Ha d'introduir el Pressupost d'Execució Material	msg_musaat	introducir_presupuesto_ejecucion_material
msg_musaat.introducir_num_factura_hasta	Ha d'introduir el nº factura fins a en la fila	msg_musaat	introducir_num_factura_hasta
msg_musaat.introducir_num_factura_desde	Ha d'introduir el nº factura des d'en la fila	msg_musaat	introducir_num_factura_desde
msg_musaat.introducir_concepto	Ha d'introduir un concepte	msg_musaat	introducir_concepto
msg_musaat.introducir_colegiado	Ha d'introduir un Col·legiat	msg_musaat	introducir_colegiado
msg_musaat.indicar_fechas_consulta	Ha d'indicar les dates de consulta	msg_musaat	indicar_fechas_consulta
msg_musaat.imprimir_listado	Imprimir llistat	msg_musaat	imprimir_listado
msg_musaat.imprimir	Imprimir?	msg_musaat	imprimir
msg_musaat.filas_columna_n_colegiado_vacia	Les següents files tenen buida la columna "Nº col·legiat", no podrà guardar les dades fins que corregeixi aquesta situació:	msg_musaat	filas_columna_n_colegiado_vacia
msg_musaat.fichero_asegurado_empresa	El Fitxer de Situació d'Assegurats no correspon amb l'Empresa.	msg_musaat	fichero_asegurado_empresa
msg_musaat.fechas_generacion_fichero	Ha d'especificar les dates per a la generació del fitxer	msg_musaat	fechas_generacion_fichero
msg_musaat.especificar_param_busqueda	Ha d'especificar almenys un paràmetre de recerca	msg_musaat	especificar_param_busqueda
msg_musaat.error_intro_dato	Error d'introducció de dada	msg_musaat	error_intro_dato
msg_musaat.domiciliar_cobros	~rRecordi domiciliar els cobraments d'aquestes factures dintre del Mòdul de Cobraments.	msg_musaat	domiciliar_cobros
msg_musaat.desea_imprimir_listado	Desitja imprimir el llistat?	msg_musaat	desea_imprimir_listado
msg_musaat.dar_fecha_notificacion	Desitja donar data de notificacion a aquests moviments?	msg_musaat	dar_fecha_notificacion
msg_musaat.conceptos_domiciliables	Conceptes Domiciliables: Ha d'indicar el concepte.	msg_musaat	conceptos_domiciliables
msg_musaat.comunicar_dpto_visado	Comunicar al Dpto. de Visat	msg_musaat	comunicar_dpto_visado
msg_musaat.colegiado_tiene_ficha	Aquest Col·legiat ja té una fitxa oberta en MUSAAT	msg_musaat	colegiado_tiene_ficha
msg_musaat.colegiado_no_musaat	El col·legiat no és de MUSAAT.	msg_musaat	colegiado_no_musaat
msg_musaat.colegiado_no_existe	El col·legiat no existeix	msg_musaat	colegiado_no_existe
msg_musaat.centro_generacion_fichero	Ha d'especificar el centre per a la generació del fitxer	msg_musaat	centro_generacion_fichero
msg_musaat.borraran_anteriores_actualizar	S'eliminaran les quotes anteriors, Desitja actualitzar les quotes?	msg_musaat	borraran_anteriores_actualizar
msg_musaat.actualizar_datos	Actualitzar Dades	msg_musaat	actualizar_datos
msg_musaat.actualiza_importe_musaat	Atenció: aquest procés actualitza l'import de musaat dels avisos amb el nou import recalculado, Desitja continuar?	msg_musaat	actualiza_importe_musaat
musaat.fecha_musaat	Data Musaat	musaat	fecha_musaat
musaat.tipo_obra	Tipus Obra	musaat	tipo_obra
musaat.destino_obra	Destí Obra	musaat	destino_obra
musaat.volumen	Volum	musaat	volumen
musaat.vaciar_facts	Buidar Facts	musaat	vaciar_facts
musaat.tipo_poliza	Tipus Pòlissa	musaat	tipo_poliza
musaat.tipo_cuota_musaat	Tipus de Quota de MUSAAT	musaat	tipo_cuota_musaat
musaat.tipo	Tipus	musaat	tipo
musaat.tabla	Taula	musaat	tabla
musaat.superficie	Superfície	musaat	superficie
musaat.situaciones	Situacions	musaat	situaciones
musaat.seguro_tasadores_musaat	Segur Taxadors MUSAAT	musaat	seguro_tasadores_musaat
musaat.seguro_tasaciones	Segurs Taxacions	musaat	seguro_tasaciones
musaat.seguro_responsabilidad_civil	Segur de Responsabilitat Civil ( S.R.C )	musaat	seguro_responsabilidad_civil
musaat.seguro_responsabiidad_civil	Segur de Responsabilitat Civil	musaat	seguro_responsabiidad_civil
musaat.seguro_peritos	Segur Perits	musaat	seguro_peritos
musaat.seguro_peritaciones	Segur de Peritacions	musaat	seguro_peritaciones
musaat.seguro_accidentes_musaat	Segur Accidents MUSAAT	musaat	seguro_accidentes_musaat
musaat.seguro_accidentes	Segur d'Accidents	musaat	seguro_accidentes
musaat.segur	Segur	musaat	segur
musaat.residente	Resident	musaat	residente
musaat.procesar_fichero_extramens	Processar Fitxer Extra Mensual	musaat	procesar_fichero_extramens
musaat.prima_total	Prima Total	musaat	prima_total
musaat.prima_fija_src	Prima Fixa SRC	musaat	prima_fija_src
musaat.presupuesto	Pressupost	musaat	presupuesto
musaat.prefijo	Prefix	musaat	prefijo
musaat.porcent_part	% part	musaat	porcent_part
musaat.porcen_bon_no_sini	%Bon. no sini.	musaat	porcen_bon_no_sini
musaat.otros_seguros_cuotas	Altres Segurs/Quotes	musaat	otros_seguros_cuotas
musaat.otros_datos	Altres Dades	musaat	otros_datos
musaat.otros	Uns altres	musaat	otros
musaat.obs	Obs.	musaat	obs
musaat.obra_oficial	Obra Oficial	musaat	obra_oficial
musaat.nombre	Nom	musaat	nombre
musaat.nom_colegiado	Nom Col·legiat	musaat	nom_colegiado
musaat.nif_pagador	Nif Pagador	musaat	nif_pagador
musaat.nif	NIF	musaat	nif
musaat.n_registro	Nº Registre	musaat	n_registro
musaat.n_poliza_src	Nº Pòlissa S.R.C.	musaat	n_poliza_src
musaat.n_poliza_r_c_tasadores	Nº Pòlissa R.C. Taxadors	musaat	n_poliza_r_c_tasadores
musaat.n_poliza_r_c_peritos	Nº Pòlissa R.C. Perits	musaat	n_poliza_r_c_peritos
musaat.n_poliza_exceso	Nº Pòlissa Excés	musaat	n_poliza_exceso
musaat.n_poliza_accidentes	Nº Pòlissa Accidents	musaat	n_poliza_accidentes
musaat.n_poliza	Nº Pòlissa	musaat	n_poliza
musaat.n_mutualista	Nº Mutualista	musaat	n_mutualista
musaat.n_mutua	Nº Mutua.	musaat	n_mutua
musaat.n_expediente	Nº Expedient	musaat	n_expediente
musaat.n_colegiado	Nº Col·legiat	musaat	n_colegiado
musaat.n_coleg	Nº Col·legiat	musaat	n_coleg
musaat.musaat	Musaat	musaat	musaat
musaat.muerte	Mort	musaat	muerte
musaat.malus	Malus	musaat	malus
musaat.listado_variaciones	Llistat variacions	musaat	listado_variaciones
musaat.listado_seguro_tasadores	LLISTAT DEL SEGUR DE TAXADORS	musaat	listado_seguro_tasadores
musaat.listado_seguro_responsabilidad_civil	LLISTAT DEL SEGUR DE RESPONSABILITAT CIVIL	musaat	listado_seguro_responsabilidad_civil
musaat.listado_seguro_accidentes	LLISTAT DEL SEGUR D'ACCIDENTS	musaat	listado_seguro_accidentes
musaat.invalidez	Invalidesa	musaat	invalidez
musaat.introducir_param_consulta_aceptar	Introdueixi els paràmetres de consulta i premi Acceptar	musaat	introducir_param_consulta_aceptar
musaat.importe_desde	Import Desde	musaat	importe_desde
musaat.importe	Import	musaat	importe
musaat.importar_cuotas	Importar Quotes	musaat	importar_cuotas
musaat.imp_pte	Imp. Pte.	musaat	imp_pte
musaat.imp_cobrado	Imp. Cobrat	musaat	imp_cobrado
musaat.historicos	Històrics	musaat	historicos
musaat.historico_movimientos_src	Històric Moviments S.R.C.	musaat	historico_movimientos_src
musaat.historico_coberturas_src	Històric Cobertures S.R.C.	musaat	historico_coberturas_src
musaat.hasta	Fins a	musaat	hasta
musaat.formula_aplicada	Fórmula Aplicada	musaat	formula_aplicada
musaat.forma_pago	Forma Pagament	musaat	forma_pago
musaat.fichero_estadistico	Fitxer Estadístic	musaat	fichero_estadistico
musaat.fichero_economico	Fitxer Econòmic	musaat	fichero_economico
musaat.fecha_efecto	Data Efecte	musaat	fecha_efecto
musaat.fecha_calculo	Data Càlcul	musaat	fecha_calculo
musaat.fecha_baja	Data Baixa	musaat	fecha_baja
musaat.fecha_alta	Data Alta	musaat	fecha_alta
musaat.fecha	Data	musaat	fecha
musaat.f_notificacion	D. Notificació	musaat	f_notificacion
musaat.f_inicio_activ_prof	D. Inici Activ. Prof.	musaat	f_inicio_activ_prof
musaat.extra	Extra	musaat	extra
musaat.excluir_movimientos_comunicados	Excloure moviments ja comunicats	musaat	excluir_movimientos_comunicados
musaat.excluir_mov_comunicados	Excloure moviments ja comunicats	musaat	excluir_mov_comunicados
musaat.exceso	Excés	musaat	exceso
musaat.euros	Euros	musaat	euros
musaat.estado	Estat	musaat	estado
musaat.especificar_rango_facturas_adecuado	Especifiqui l'els/rang/s de factures adequat/s:	musaat	especificar_rango_facturas_adecuado
musaat.delegacion	Delegació	musaat	delegacion
musaat.datos_obra	Dades Obra	musaat	datos_obra
musaat.datos_mutualista	Dades del Mutualista	musaat	datos_mutualista
musaat.datos_musaat	Dades de MUSAAT	musaat	datos_musaat
musaat.datos_historicos	Dades Històriques	musaat	datos_historicos
musaat.datos_economicos	Dades Econòmiques	musaat	datos_economicos
musaat.datos_contrato	Dades del Contracte	musaat	datos_contrato
musaat.datos_cobertura	Dades Cobertura	musaat	datos_cobertura
musaat.datos_alta_baja	Dades Alta/Baixa	musaat	datos_alta_baja
musaat.contrato_ant	Contracte Ant.	musaat	contrato_ant
musaat.conceptos_domiciliables	Conceptes Domiciliables	musaat	conceptos_domiciliables
musaat.concepto	Concepte	musaat	concepto
musaat.concep_domiciliables	Concep. Domiciliables	musaat	concep_domiciliables
musaat.compañia	Companyia	musaat	compañia
musaat.colegio	Col·legi	musaat	colegio
musaat.colegiados	Col·legiats	musaat	colegiados
musaat.coef_k	Coef. K	musaat	coef_k
musaat.coef_g	Coef. G	musaat	coef_g
musaat.coef_col	Coef. Col	musaat	coef_col
musaat.coef_cm	Coef. cm	musaat	coef_cm
musaat.coef_c	Coef. C	musaat	coef_c
musaat.coef_bonus_malus	Coef. Bonus Malus	musaat	coef_bonus_malus
musaat.cobertura_muerte	Cobertura mort	musaat	cobertura_muerte
musaat.cobertura_invalidez	Cobertura Invalidesa	musaat	cobertura_invalidez
musaat.cobertura_fecha_baja	Cobertura Data Baixa	musaat	cobertura_fecha_baja
